Symbol,Name,Market Cap,Country,Volume,Sector,Industry,,,,,,,,,Symbol,Sector,
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,1.05E+11,United Kingdom,1498405,Technology,Computer Software: Prepackaged Software,,,,,,,,,TEAM,Technology,
TECH,Bio-Techne Corp Common Stock,20217148390,United States,133520,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,TECH,Health Care,
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,0,United States,2051,Finance,Commercial Banks,,,,,,,,,TECTP,Finance,
TEDU,Tarena International Inc. American Depositary Shares,52862981,China,789782,Miscellaneous,Service to the Health Industry,,,,,,,,,TEDU,Miscellaneous,
TEKK,Tekkorp Digital Acquisition Corp. Class A Ordinary Shares,306250000,United States,4219,Finance,Business Services,,,,,,,,,TEKK,Finance,
TEKKU,Tekkorp Digital Acquisition Corp. Unit,0,United States,900,Finance,Business Services,,,,,,,,,TEKKU,Finance,
TEKKW,Tekkorp Digital Acquisition Corp. Warrant,0,United States,9651,Finance,Business Services,,,,,,,,,TEKKW,Finance,
TELA,TELA Bio Inc. Common Stock,190018607,United States,12728,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,TELA,Health Care,
TELL,Tellurian Inc. Common Stock,1788734879,United States,9571076,Energy,Oil & Gas Production,,,,,,,,,TELL,Energy,
TENB,Tenable Holdings Inc. Common Stock,5763084800,United States,1052457,Technology,EDP Services,,,,,,,,,TENB,Technology,
TENX,Tenax Therapeutics Inc. Common Stock,38305994,United States,56569,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,,,TENX,Health Care,
TER,Teradyne Inc. Common Stock,22602977995,United States,5711281,Capital Goods,Electrical Products,,,,,,,,,TER,Capital Goods,
TERN,Terns Pharmaceuticals Inc. Common Stock,230699027,United States,118469,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TERN,Health Care,
TESS,TESSCO Technologies Incorporated Common Stock,46615433,United States,374107,Capital Goods,Telecommunications Equipment,,,,,,,,,TESS,Capital Goods,
TETC,Tech and Energy Transition Corporation Class A Common Stock,469218750,United States,60,,,,,,,,,,,TETC,,
TETCU,Tech and Energy Transition Corporation Unit,0,United States,448,,,,,,,,,,,TETCU,,
TETCW,Tech and Energy Transition Corporation Warrant,0,United States,2581,,,,,,,,,,,TETCW,,
TFFP,TFF Pharmaceuticals Inc. Common Stock,195870149,United States,152050,Consumer Durables,Specialty Chemicals,,,,,,,,,TFFP,Consumer Durables,
TFSL,TFS Financial Corporation Common Stock,5494615198,United States,136096,Finance,Savings Institutions,,,,,,,,,TFSL,Finance,
TGA,TransGlobe Energy Corporation Ordinary Shares (Canada),196589012,Canada,218238,,,,,,,,,,,TGA,,
TGLS,Tecnoglass Inc. Ordinary Shares,1374463706,Colombia,237602,Capital Goods,Office Equipment/Supplies/Services,,,,,,,,,TGLS,Capital Goods,
TGTX,TG Therapeutics Inc. Common Stock,4510634023,United States,593073,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TGTX,Health Care,
TH,Target Hospitality Corp. Common Stock,413419800,United States,64795,Energy,Oil & Gas Production,,,,,,,,,TH,Energy,
THACU,Thrive Acquisition Corporation Unit,0,United States,77948,,,,,,,,,,,THACU,,
THCA,Tuscan Holdings Corp. II Common Stock,196813339,United States,1875,,,,,,,,,,,THCA,,
THCAW,Tuscan Holdings Corp. II Warrant,0,United States,5150,,,,,,,,,,,THCAW,,
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,289130938,United States,1700,,,,,,,,,,,THCP,,
THCPU,Thunder Bridge Capital Partners IV Inc. Unit,0,United States,600,,,,,,,,,,,THCPU,,
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,0,United States,15,,,,,,,,,,,THCPW,,
THFF,First Financial Corporation Indiana Common Stock,546284964,United States,17263,Finance,Major Banks,,,,,,,,,THFF,Finance,
THMA,Thimble Point Acquisition Corp. Class A Common Stock,343620000,United States,204443,,,,,,,,,,,THMA,,
THMAU,Thimble Point Acquisition Corp. Unit,0,United States,1918,Health Care,Medical/Nursing Services,,,,,,,,,THMAU,Health Care,
THMAW,Thimble Point Acquisition Corp. Warrant,0,United States,82770,,,,,,,,,,,THMAW,,
THMO,ThermoGenesis Holdings Inc. Common Stock,19058854,United States,578183,Capital Goods,Medical Specialities,,,,,,,,,THMO,Capital Goods,
THRM,Gentherm Inc Common Stock,2533011669,United States,891557,Capital Goods,Auto Parts:O.E.M.,,,,,,,,,THRM,Capital Goods,
THRN,Thorne Healthtech Inc. Common Stock,423267676,United States,154280,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,,,THRN,Consumer Non-Durables,
THRX,Theseus Pharmaceuticals Inc. Common Stock,603117706,United States,108728,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,THRX,Health Care,
THRY,Thryv Holdings Inc. Common Stock,1027271699,United States,69957,Capital Goods,Industrial Machinery/Components,,,,,,,,,THRY,Capital Goods,
THTX,Theratechnologies Inc. Common Shares,332925737,Canada,137961,,,,,,,,,,,THTX,,
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,0,United States,17401,Energy,Oil & Gas Production,,,,,,,,,THWWW,Energy,
TIG,Trean Insurance Group Inc. Common Stock,504062363,United States,149065,,,,,,,,,,,TIG,,
TIGO,Millicom International Cellular S.A. Common Stock,3656476228,Luxembourg,23243,Public Utilities,Telecommunications Equipment,,,,,,,,,TIGO,Public Utilities,
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,1109922959,China,24988599,Finance,Investment Bankers/Brokers/Service,,,,,,,,,TIGR,Finance,
TIL,Instil Bio Inc. Common Stock,2571374604,United States,329122,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TIL,Health Care,
TILE,Interface Inc. Common Stock,880509111,United States,130583,,,,,,,,,,,TILE,,
TIOA,Tio Tech A Class A Ordinary Share,420037500,Germany,1204,Finance,Business Services,,,,,,,,,TIOA,Finance,
TIOAU,Tio Tech A Units,0,Germany,353,Finance,Business Services,,,,,,,,,TIOAU,Finance,
TIOAW,Tio Tech A Warrants,0,Germany,4140,Finance,Business Services,,,,,,,,,TIOAW,Finance,
TIPT,Tiptree Inc. Common Stock,529518000,United States,82580,Finance,Accident &Health Insurance,,,,,,,,,TIPT,Finance,
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,40427500,China,107539,Finance,Specialty Insurers,,,,,,,,,TIRX,Finance,
TITN,Titan Machinery Inc. Common Stock,632900627,United States,55071,,,,,,,,,,,TITN,,
TKNO,Alpha Teknova Inc. Common Stock,644274091,United States,29396,Consumer Durables,Specialty Chemicals,,,,,,,,,TKNO,Consumer Durables,
TLIS,Talis Biomedical Corporation Common Stock,282720815,United States,137787,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,TLIS,Health Care,
TLMD,SOC Telemed Inc. Class A Common Stock,209237733,United States,304406,Health Care,Managed Health Care,,,,,,,,,TLMD,Health Care,
TLMDW,SOC Telemed Inc. Warrants,0,United States,28255,Health Care,Managed Health Care,,,,,,,,,TLMDW,Health Care,
TLRY,Tilray Inc. Class 2 Common Stock ,4684646831,Canada,11135729,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TLRY,Health Care,
TLS,Telos Corporation Common Stock,1721617382,United States,430599,Technology,EDP Services,,,,,,,,,TLS,Technology,
TLSA,Tiziana Life Sciences Ltd. Common Shares,157635953,United Kingdom,109121,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TLSA,Health Care,
TMC,TMC the metals company Inc. Common Stock,670912119,Canada,4358745,,,,,,,,,,,TMC,,
TMCI,Treace Medical Concepts Inc. Common Stock,1213451122,United States,374021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,TMCI,Health Care,
TMCWW,TMC the metals company Inc. Warrants,0,Canada,32120,,,,,,,,,,,TMCWW,,
TMDI,Titan Medical Inc. Ordinary Shares,176375027,Canada,225166,,,,,,,,,,,TMDI,,
TMDX,TransMedics Group Inc. Common Stock,749217689,United States,74837,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,,,TMDX,Health Care,
TMKR,Tastemaker Acquisition Corp. Class A Common Stock,339480000,United States,462,,,,,,,,,,,TMKR,,
TMKRU,Tastemaker Acquisition Corp. Unit,0,United States,374,,,,,,,,,,,TMKRU,,
TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,0,United States,4717,,,,,,,,,,,TMKRW,,
TMPM,Turmeric Acquisition Corp. Class A Ordinary Shares,123689308,United States,16,Finance,Business Services,,,,,,,,,TMPM,Finance,
TMTS,Spartacus Acquisition Corporation Class A Common Stock,271500000,United States,65901,,,,,,,,,,,TMTS,,
TMTSU,Spartacus Acquisition Corporation Unit,0,United States,60,,,,,,,,,,,TMTSU,,
TMTSW,Spartacus Acquisition Corporation Warrant,0,United States,181792,,,,,,,,,,,TMTSW,,
TMUS,T-Mobile US Inc. Common Stock,1.45E+11,United States,3364937,Public Utilities,Telecommunications Equipment,,,,,,,,,TMUS,Public Utilities,
TNDM,Tandem Diabetes Care Inc. Common Stock,8440261732,United States,401225,Health Care,Medical/Dental Instruments,,,,,,,,,TNDM,Health Care,
TNGX,Tango Therapeutics Inc.,1137165354,United States,402975,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TNGX,Health Care,
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,197673683,United States,10030067,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TNXP,Health Care,
TNYA,Tenaya Therapeutics Inc. Common Stock,1001035150,United States,85694,Consumer Durables,Specialty Chemicals,,,,,,,,,TNYA,Consumer Durables,
TOMZ,TOMI Environmental Solutions Inc. Common Stock,26962908,United States,234154,,,,,,,,,,,TOMZ,,
TOPS,TOP Ships Inc. Common Stock,54569802,Greece,532444,Transportation,Marine Transportation,,,,,,,,,TOPS,Transportation,
TOUR,Tuniu Corporation American Depositary Shares,167980800,China,162247,,,,,,,,,,,TOUR,,
TOWN,TowneBank Common Stock,2253052110,United States,98274,Finance,Major Banks,,,,,,,,,TOWN,Finance,
TPBAU,TPB Acquisition Corporation I Unit,0,United States,1110,,,,,,,,,,,TPBAU,,
TPIC,TPI Composites Inc. Common Stock,1250420060,United States,1522285,Technology,Industrial Machinery/Components,,,,,,,,,TPIC,Technology,
TPST,Tempest Therapeutics Inc. Common Stock,81578455,United States,29682,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TPST,Health Care,
TPTX,Turning Point Therapeutics Inc. Common Stock,2125530697,United States,330373,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TPTX,Health Care,
TREE,LendingTree Inc. Common Stock,1880482817,United States,546124,Finance,Finance: Consumer Services,,,,,,,,,TREE,Finance,
TRHC,Tabula Rasa HealthCare Inc. Common Stock,672866588,United States,148837,Health Care,Medical/Nursing Services,,,,,,,,,TRHC,Health Care,
TRIB,Trinity Biotech plc American Depositary Shares,42848489,Ireland,52878,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,TRIB,Health Care,
TRIL,Trillium Therapeutics Inc. Common Shares,1883612543,United States,510333,,,,,,,,,,,TRIL,,
TRIN,Trinity Capital Inc. Common Stock,432575477,United States,32753,Finance,Finance/Investors Services,,,,,,,,,TRIN,Finance,
TRIP,TripAdvisor Inc. Common Stock,4578376617,United States,1164913,,,,,,,,,,,TRIP,,
TRIT,Triterras Inc. Class A Ordinary Shares,674718498,Singapore,60971626,Technology,EDP Services,,,,,,,,,TRIT,Technology,
TRITW,Triterras Inc. Warrant,0,Singapore,2222259,Technology,EDP Services,,,,,,,,,TRITW,Technology,
TRKA,Troika Media Group Inc. Common Stock,88017359,United States,2939884,Technology,Advertising,,,,,,,,,TRKA,Technology,
TRKAW,Troika Media Group Inc. Warrant,0,United States,125892,Technology,Advertising,,,,,,,,,TRKAW,Technology,
TRMB,Trimble Inc. Common Stock,22067064265,United States,695533,Capital Goods,Industrial Machinery/Components,,,,,,,,,TRMB,Capital Goods,
TRMD,TORM plc Class A Common Stock,665067851,United Kingdom,274717,Consumer Services,Marine Transportation,,,,,,,,,TRMD,Consumer Services,
TRMK,Trustmark Corporation Common Stock,1984194302,United States,236154,Finance,Major Banks,,,,,,,,,TRMK,Finance,
TRMR,Tremor International Ltd. American Depository Shares,1501644004,Israel,67330,,,,,,,,,,,TRMR,,
TRNS,Transcat Inc. Common Stock,554360977,United States,48972,Technology,Industrial Machinery/Components,,,,,,,,,TRNS,Technology,
TRON,Corner Growth Acquisition Corp. 2 Class A Ordinary Share,228475000,United States,130,Finance,Business Services,,,,,,,,,TRON,Finance,
TRONU,Corner Growth Acquisition Corp. 2 Units,0,United States,99,,,,,,,,,,,TRONU,,
TROW,T. Rowe Price Group Inc. Common Stock,48857242187,United States,1889988,Finance,Investment Managers,,,,,,,,,TROW,Finance,
TRS,TriMas Corporation Common Stock,1400817702,United States,79830,Technology,Industrial Machinery/Components,,,,,,,,,TRS,Technology,
TRST,TrustCo Bank Corp NY Common Stock,638739840,United States,72777,Finance,Major Banks,,,,,,,,,TRST,Finance,
TRUP,Trupanion Inc. Common Stock,4086262944,United States,283846,Health Care,Medical Specialities,,,,,,,,,TRUP,Health Care,
TRVG,trivago N.V. American Depositary Shares,923181446,Germany,556712,Technology,EDP Services,,,,,,,,,TRVG,Technology,
TRVI,Trevi Therapeutics Inc. Common Stock,28948166,United States,437689,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TRVI,Health Care,
TRVN,Trevena Inc. Common Stock,177669545,United States,864152,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TRVN,Health Care,
TSBK,Timberland Bancorp Inc. Common Stock,233075735,United States,3203,Finance,Banks,,,,,,,,,TSBK,Finance,
TSC,TriState Capital Holdings Inc. Common Stock,1006897397,United States,411018,Finance,Major Banks,,,,,,,,,TSC,Finance,
TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd Stock,784464374,United States,3000,Finance,Major Banks,,,,,,,,,TSCAP,Finance,
TSCBP,TriState Capital Holdings Inc. Depositary Share representing a 1/40th Interest in a Share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,0,United States,81,Finance,Major Banks,,,,,,,,,TSCBP,Finance,
TSCO,Tractor Supply Company Common Stock,24021343321,United States,692351,Consumer Services,Other Specialty Stores,,,,,,,,,TSCO,Consumer Services,
TSEM,Tower Semiconductor Ltd. Ordinary Shares,3477074309,Israel,254600,Technology,Semiconductors,,,,,,,,,TSEM,Technology,
TSHA,Taysha Gene Therapies Inc. Common Stock,623856431,United States,239384,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TSHA,Health Care,
TSIB,Tishman Speyer Innovation Corp. II Class A common stock,366750000,United States,455,,,,,,,,,,,TSIB,,
TSIBU,Tishman Speyer Innovation Corp. II Unit,0,United States,2670,,,,,,,,,,,TSIBU,,
TSIBW,Tishman Speyer Innovation Corp. II Warrant,0,United States,1886,,,,,,,,,,,TSIBW,,
TSLA,Tesla Inc. Common Stock,1.08E+12,United States,27091036,Capital Goods,Auto Manufacturing,,,,,,,,,TSLA,Capital Goods,
TSP,TuSimple Holdings Inc. Class A Common Stock,8284270973,United States,1475841,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,,,TSP,Capital Goods,
TSRI,TSR Inc. Common Stock,17638937,United States,36612,Technology,EDP Services,,,,,,,,,TSRI,Technology,
TTCF,Tattooed Chef Inc Class A Common Stock,462733414,United States,927116,Consumer Non-Durables,Farming/Seeds/Milling,,,,,,,,,TTCF,Consumer Non-Durables,
TTD,The Trade Desk Inc. Class A Common Stock,36106514236,United States,2333798,Technology,EDP Services,,,,,,,,,TTD,Technology,
TTEC,TTEC Holdings Inc. Common Stock,4379502516,United States,107971,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,,,TTEC,Technology,
TTEK,Tetra Tech Inc. Common Stock,9393786796,United States,170222,Consumer Services,Military/Government/Technical,,,,,,,,,TTEK,Consumer Services,
TTGT,TechTarget Inc. Common Stock,2584436967,United States,110433,,,,,,,,,,,TTGT,,
TTMI,TTM Technologies Inc. Common Stock,1404553058,United States,2896929,Technology,Electrical Products,,,,,,,,,TTMI,Technology,
TTNP,Titan Pharmaceuticals Inc. Common Stock,18051244,United States,121655,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,,,TTNP,Health Care,
TTOO,T2 Biosystems Inc. Common Stock,133505823,United States,1961494,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,,,TTOO,Health Care,
TTSH,Tile Shop Holdings Inc. Common Stock,430815076,United States,47431,Consumer Services,Other Specialty Stores,,,,,,,,,TTSH,Consumer Services,
TTWO,Take-Two Interactive Software Inc. Common Stock,21102634927,United States,1628703,Technology,Computer Software: Prepackaged Software,,,,,,,,,TTWO,Technology,
TUEM,Tuesday Morning Corp. Common Stock,198842753,United States,193600,Miscellaneous,Diversified Commercial Services,,,,,,,,,TUEM,Miscellaneous,
TUGC,TradeUP Global Corporation Class A Ordinary Shares,57834889,United States,9050,Finance,Business Services,,,,,,,,,TUGC,Finance,
TUGCU,TradeUP Global Corporation Unit,0,United States,8724,Finance,Business Services,,,,,,,,,TUGCU,Finance,
TUGCW,TradeUP Global Corporation Warrant,0,United States,5188,Finance,Business Services,,,,,,,,,TUGCW,Finance,
TURN,180 Degree Capital Corp. Common Stock,74167626,United States,17238,Finance,Finance/Investors Services,,,,,,,,,TURN,Finance,
TUSK,Mammoth Energy Services Inc. Common Stock,152179183,United States,15262,Energy,Oilfield Services/Equipment,,,,,,,,,TUSK,Energy,
TVAC,Thayer Ventures Acquisition Corporation Class A Common Stock,218212500,United States,4263,,,,,,,,,,,TVAC,,
TVACU,Thayer Ventures Acquisition Corporation Units,0,United States,200,,,,,,,,,,,TVACU,,
TVACW,Thayer Ventures Acquisition Corporation Warrant,0,United States,197504,,,,,,,,,,,TVACW,,
TVTX,Travere Therapeutics Inc. Common Stock,1614469710,United States,481786,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,,,TVTX,Health Care,
TVTY,Tivity Health Inc. Common Stock,1239568406,United States,135479,Health Care,Medical Specialities,,,,,,,,,TVTY,Health Care,
TW,Tradeweb Markets Inc. Class A Common Stock,20379464295,United States,537980,Finance,Investment Bankers/Brokers/Service,,,,,,,,,TW,Finance,
